intent,hindi
tenure_left,अभी कितने दिन और रहेगा लोन?
tenure_left,कब खत्म होगा लोन?
tenure_left,मेरा लोन कब खत्म हो रहा है
tenure_left,लोन खत्म होने को कितना टाइम रहेगा अभी?
tenure_left,आप लोन टेन्योर कब खत्म हो रहा बता सकते?
tenure_left,मेरा लोन का आखिरी महीना क्या रहेगा?
tenure_left,इसके लिए क्या समय बचा है?
tenure_left,यह लोन कब समाप्त होता है
tenure_left,इस लोन को समाप्त करने के लिए कितना समय बचा है?
tenure_left,लोन की समाप्ति के लिए क्या समय बचा है?
tenure_left,लोन के लिए यह कार्यकाल कब समाप्त होगा?
tenure_left,लोन के कार्यकाल में कितने महीने शेष हैं?
tenure_left,लोन के लिए क्या समय बचा है?
tenure_left,लोन के कार्यकाल में समय क्या बचा है
tenure_left,शेष लोन कार्यकाल
tenure_left,लोन अवधि पर क्या समय बचा है?
reduce_emi,क्या ईएमआई कम की जा सकती है
reduce_emi,क्या ईएमआई के लिए पेमेंट कम किया जा सकता है
reduce_emi,ईएमआ अधिक है इसे कम किया जा सकता है
reduce_emi,ईएमआई कैसे घटा सकते हैं
reduce_emi,ईएमआई घटानी है
reduce_emi,मुझे बहुत ज़्यादा ईएमआई देनी पड़ रही है कम करिये
reduce_emi,मैं इतनी ईएमआई नहीं दे सकता इसमें बदलाव करें
reduce_emi,मैं इतनी ईएमआई का पेमेंट नहीं कर सकता
reduce_emi,हम ईएमआई की राशि कम करना चाहते हैं
reduce_emi,मुझे ईएमआई अमाउंट में चेंज चाहिए
reduce_emi,ईएमआई कितनी कम हो सकती है
reduce_emi,ईएमआई में कितने पैसे कम कर सकते हैं आप
reduce_emi,ईएमआई की राशि बिना बताये बढ़ायी गयी है इसे वापिस पहले जितना करिये
reduce_emi,ईएमआई कैसे कम होगी?
reduce_emi,ईएमआई और कम करनी है
reduce_emi,ईएमआई राशि अधिक है। कृपया इसे कम करें
reduce_emi,मैं अपनी ईएमआई राशि में बदलाव चाहता हूँ
reduce_emi,क्या आप कृपया ईएमआई लागत को कम कर सकते हैं?
reduce_emi,मैं इस तरह की मोटी ईएमआई का पेमेंट नहीं कर पाऊंगा। कृपया इसे कम करने पर विचार करें
reduce_emi,ईएमआई कम करने की प्रक्रिया क्या है
reduce_emi,मैं चाहता हूं कि मेरी ईएमआई 5% कम हो जाए
reduce_emi,मैं आपको ईएमआई कम करने के लिए कह रहा हूं क्योंकि यह पेमेंट करने के लिए बहुत अधिक है
reduce_emi,ईएमआई कम होने के लिए मैं क्या करूं
reduce_emi,मैं आपसे ईएमआई को कम करने का अनुरोध करता हूं
reduce_emi,आप ईएमआई के रूप में बहुत अधिक शुल्क ले रहे हैं। इसे कम करें
reduce_emi,जब तक आप ईएमआई कम नहीं करते मैं इसका पेमेंट नहीं कर सकता
reduce_emi,मैं आधिकारिक रूप से अपनी ईएमआई राशि को बदलने के लिए अनुरोध कहां कर सकता हूं
reduce_emi,मेरी ईएमआई राशि में परिवर्तन करें
reduce_emi,क्या आप ईएमआई लागत कम कर सकते हैं?
reduce_emi,यह आम तौर पर ईएमआई के रूप में पेमेंट करने की तुलना में अधिक है। इसे कम करें
reduce_emi,क्या आप ईएमआई कम कर सकते हैं?
reduce_emi,ईएमआई राशि बहुत है। कृपया इसे कम करें
reduce_emi,आपको ईएमआई की मात्रा घटानी होगी
reduce_emi,ईएमआई की मात्रा कम करें
reduce_emi,मैं इतना पेमेंट नहीं कर पाऊंगा। ईएमआई कम करें
reduce_emi,ईएमआई राशि मेरे लिए बहुत कुछ है। कृपया इसे कम करें
reduce_emi,आपको इसके लिए ईएमआई लागत को कम करना होगा
reduce_emi,मैं ईएमआई कम करना चाहूंगा
reduce_emi,आप मुझे लगता है कि ईएमआई को कम कर सकते हैं
change_emi_due_date,ईएम डेट कैसे बदलें
change_emi_due_date,ईएम तारीख में बदलाव की जरूरत है
change_emi_due_date,ईएमआई के लिए और समय चाहिए
change_emi_due_date,ईएमआई  की डेट कहाँ से बदल सकते?
change_emi_due_date,ईएमआई की डेट बढ़ा दीजिए
change_emi_due_date,ईएमआई की डेट कितनी बार बदल सकते
change_emi_due_date,ईएमआई की डेट चेंज करनी है
change_emi_due_date,ईएमआई १४ तारीख की है पर इसमें चेंज करना है
change_emi_due_date,ईएमआई की तिथि परसो की हैं पर हम दे नहीं पाएँगे पैसे तब आगे कर दीजिये तारीख
change_emi_due_date,मुझे ईएमआई की डेट याद नहीं थी और अभी चेक करने पर कल की बता रहा है | आगे की कोई डेट दे दीजिये
change_emi_due_date,क्या मैं अपनी ईएमआई की देय डेट चेंज कर सकता हूँ
change_emi_due_date,ईएमआई देने की तारीख कल से हटा के अगले हफ्ते कर दीजिये
change_emi_due_date,इस ईएमआई पेमेंट के लिए देय तिथि को इस महीने के बारहवें दिन बदलें
change_emi_due_date,मैं चाहता हूं कि ईएमआई देय तिथियां बदली जाएं
change_emi_due_date,मुझे ईएमआई का पेमेंट करने के लिए अधिक समय चाहिए। कृपया नियत तारीख बदल दें
change_emi_due_date,क्या आप मुझे ईएमआई की तारीख बदलने में मदद कर सकते हैं
change_emi_due_date,पिछले महीने ईएमआई की तारीख बदली गई थी। कृपया इसे वापस बदलें
change_emi_due_date,मैं ईएमआई तारीख कैसे बदल सकता हूं
change_emi_due_date,मैं एक और सप्ताह के लिए ईएमआई का पेमेंट नहीं कर सकता। कृपया इसके अनुसार पुनर्निर्धारित करें
change_emi_due_date,ईएमआई देय तिथि में परिवर्तन कैसे करें
change_emi_due_date,ईएमआई देने की डेट चेंज हो सकती है क्या?
change_emi_due_date,मैं ईएमआई को कल नहीं अगले महीने तक दे पाऊंगा
change_emi_due_date,यह ईएमआई देने की डेट में कैसे चेंजस कर सकते
change_emi_due_date,कोरोना के कारण मुझे ईएमआई की डेट में बदलाव चाहिए
change_emi_due_date,मुझे ईएमआई की डेट आगे बढ़वानी है
change_emi_due_date,ईएमआई देने की डेट कितने दिन में बदल जाएगी
change_emi_due_date,इस ईएमआई की डेट आज की है पर मैं आज नहीं पे कर सकता. डेट बदल दीजिये
change_emi_due_date,क्या मैं ईएम तारीख में बदल पाऊंगा
change_emi_due_date,क्या ईएम तारीख में कुछ बदलाव करना संभव होगा
change_emi_due_date,ईएमआई  तरीक में परिवर्तन मे  मेरी मदद करें
change_emi_due_date,मेरी ईएमआई डेट कैसे बदलें
change_emi_due_date,क्या आप मेरी ईएमआई तारीख बदल सकते हैं?
change_emi_due_date,कृपया मेरी ईएमआई तिथि बदलें
change_emi_due_date,कृपया मेरी ईएमआई नियत तारीख बदल दें
change_emi_due_date,ईएमआई देने में टाइम लग जायेगा इसे चेंज ही कर दो
change_emi_due_date,ईएमआई कल नहीं दे सकते हैं आप आगे बढ़ा लो डेट
change_emi_due_date,मेरी ईएमआई डेट वापिस से बदलनी है
change_emi_due_date,मैं ईएमआई तिथियों में बदलाव कहां कर सकता हूं
change_emi_due_date,ईएमआई देने की तारीख को बदलने की जरूरत है
change_emi_due_date,क्या आप  ईएमआई की तारीख अगले किसी दिन को बदल सकते हैं?
change_emi_due_date,ईएमआई तारीख को बदलें
change_emi_due_date,ईएमआई देने की तारीख बहुत जल्दी है। कृपया इसे बदल दें
change_emi_due_date,क्या आप मेरे लिए ईएमआई की तारीख बदल सकते हैं?
change_emi_due_date,अगले महीने ईएमआई की तारीख बदलें
change_emi_due_date,मेरे पास कुछ अन्य बिल हैं इसलिए कृपया ईएमआई देने की तारीख को बदलें
change_emi_due_date,मैं ईएमआई नियत तारीख में बदलाव चाहता हूं
change_emi_due_date,ईएमआई देने की तारीख बदलें
ask_late_fees,लेट फीस कितनी है?
ask_late_fees,मैं पेमेंट में देरी करूँगा तो क्या लेट फीस भी देनी पड़ेगी?
ask_late_fees,लेट पेमेंट पर कोई फाइन भी है क्या?
ask_late_fees,देर से पेमेंट करने पर विलंब शुल्क क्या होगा?
ask_late_fees,मुझे कितना फाइन देना है?
ask_late_fees,मेरा पेमेंट लेट हो गया है इस बार कितना फाइन लगेगा?
ask_late_fees,पहली बार अगर पेमेंट लेट हुआ है तब भी फाइन देना होगा क्या?
ask_late_fees,"मुझे याद नहीं थी पेमेंट डेट, फाइन देना पड़ेगा क्या?"
ask_late_fees,मुझे लेट फीस पता करनी थी 
ask_late_fees,लेट फाइन कितना होगा इस बार?
ask_late_fees,इस बार पेमेंट लेट हो जायेगा कितना फाइन देना पड़ेगा?
ask_late_fees,क्या आप मुझे बता सकते हैं कि मुझे कितनी लेट फीस देनी है?
ask_late_fees,लेट फाइन का अमाउंट क्या है
ask_late_fees,मैं पे कर दूंगा कितना है फाइन?
ask_late_fees,"पहली बार का भी फाइन बचा है, टोटल कितना फाइन दूँ?"
ask_late_fees,देर से पेमेंट के लिए शुल्क कितना है?
ask_late_fees,इसके लिए लेट फी क्या होगा?
ask_late_fees,मेरा फाइन कितना हो जायेगा दो दिन लेट से पे करने पर?
ask_late_fees,फाइन कितना है मेरा?
ask_late_fees,लेट फी कितनी है?
ask_late_fees,पेमेंट डेट के बाद पे करने पर और कितना एक्स्ट्रा पैसा देना पड़ता है?
ask_late_fees,लेट फी चार्जेज क्या हैं?
ask_late_fees,लेट फाइन कितना है
ask_late_fees,मैं समय पर पेमेंट करना भूल गया। देर से पेमेंट के लिए शुल्क क्या होगा?
ask_late_fees,लेट फीस बता दीजिये
ask_late_fees,क्या कोई लेट फीस है
ask_late_fees,लेट फीस कब तक देनी है?
ask_late_fees,लेट फाइन कब तक दे सकते हैं?
ask_late_fees,ज़्यादा फाइन है क्या लेट पेमेंट का?
ask_late_fees,पैसे टाइम से न देने पर कितना फाइन लगाते हैं आप लोग? 
ask_late_fees,लेट फाइन क्या है?
ask_late_fees,लेट फीस कितनी देनी पड़ेगी
ask_late_fees,लेट फीस क्या होगा? 
ask_late_fees,मुझे पेमेंट के लिए 3 दिन की देरी है। कोई लेट फीस?
ask_late_fees,अगर लेट फी हे और मेने नहीं दिया तो 
ask_late_fees,लेट फीस क्यों है?
ask_late_fees,क्या आप एक दिन देरी से ईएमआई का पेमेंट करने के लिए लेट फीस लेते हैं?
ask_late_fees,मुझे कितनी लेट फीस देनी होगी?
ask_late_fees,लेट फीस इतनी क्यों है?
ask_late_fees,लेट फीस की कॉस्ट?
ask_late_fees,मुझे विलंब शुल्क के लिए कितना पेमेंट करना होगा?
ask_late_fees,क्या विलंब शुल्क ज़्यादा  होगा 
ask_late_fees,लेट फीस के रूप में मुझे कितना चार्ज करेंगे?
ask_late_fees,क्या होगा अगर मैं विलंब शुल्क का पेमेंट करना भूल गया?
ask_late_fees,क्या लेट फीस ज़्यादा मेहंगा पड़ेगा
ask_late_fees,आप लेट फी पेमेंट कैसे करते हैं
ask_late_fees,लेट फी के बारे में कुछ जानकारी चाहिए
ask_late_fees,लेट फी के बारे में जानकारी कहाँ मिलेगी
ask_late_fees,क्या मुझे लेट फी की जानकारी दी जाएगी
ask_late_fees,किस आधार पर लेट फीस होता है
inform_do_not_call,कॉल मत करो मैं देख लूँगा बाद में
inform_do_not_call,कॉल करने की नीड नहीं है
inform_do_not_call,बार बार कॉल मत करो
inform_do_not_call,कॉल नहीं करना अब मैं बिजी हूं
inform_do_not_call,कॉल मत करो मुझे याद हे 
inform_do_not_call,अब कॉल नहीं करना हमें प्लीज
inform_do_not_call,एक कॉल काफी हे बार बार कॉल मत करो 
inform_do_not_call,बार बार कॉल करके डिस्टर्ब मैथ करो 
inform_do_not_call,अब मत फोन करो क्योंकि मैं व्यस्त हूँ
inform_do_not_call,मैं मीटिंग में हूँ इसलिए कॉल मत करो
inform_do_not_call,फोन नहीं करो अभी क्योंकि मैं दूसरा काम कर रहा हूँ
inform_do_not_call,इतनी बार कॉल कौन करता है? अब नहीं करना फोन
inform_do_not_call,हमें फोन करके परेशान करना बंद कीजिए
inform_do_not_call,कृपया अनावश्यक कॉल करना बंद करें
inform_do_not_call,रहने देते हैं अब आगे से फोन नहीं करना
inform_do_not_call,कॉल न करें
inform_do_not_call,फोन कर करके परेशान कर दिया है आप लोग ने अब नहीं करिए फ़ोन क्यूंकि हमे बात नहीं करनी
inform_do_not_call,अब से इस नंबर पर कॉल न करें
inform_do_not_call,"सुनो, अब फोन मत करो"
inform_do_not_call,रोज़-रोज़ फोन मत किया करिए
inform_do_not_call,अब एक भी कॉल नहीं आनी चाहिए आपकी तरफ से
inform_do_not_call,पेमेंट के लिए बार बार कॉल मत करिये | मुझे याद है कर दूंगा पे
inform_do_not_call,मुझे अब कॉल मत करिएगा कल तक
inform_do_not_call,ये कॉल करना बंद करो आप लोग
inform_do_not_call,मुझे आगे नहीं बात करनी इस बारे में तो कॉल मत करना
inform_do_not_call,क्या आप कॉल करना बंद करसकते हे 
inform_do_not_call,क्या आप कॉल करना बंद कर सकते हैं
inform_do_not_call,क्या आप बिना किसी कारण के कॉल करना बंद कर सकते हैं?
inform_do_not_call,कृपया मुझे कॉल न करें
inform_do_not_call,मुझे कॉल ना करें
inform_do_not_call,अब मुझे मत कॉल करें
inform_do_not_call,कृपया फोन न करें
inform_do_not_call,बाद में कॉल करना मे अब बिजी हूँ 
inform_do_not_call,कॉल करके डिस्टर्ब मत करो 
inform_do_not_call,कॉल मत करो मे किसी ओर काम मे हूँ 
inform_do_not_call,अब आप फोन नहीं कर सकते
inform_do_not_call,बेहतर हैं इस समय के बाद फोन न करें
inform_do_not_call,ये सही समय नहीं है बाद मे कॉल करो 
inform_do_not_call,प्लीज बाद मे कॉल करो 
inform_do_not_call,मे ऑफिस मे हु बाद मे कॉल करो 
inform_call_later,कभी और फ़ोन करियेगा
inform_call_later,मे बाद मे सुनूंगा 
inform_call_later,किसी और टाइम बात करना 
inform_call_later,यह किसी और दिन बताना
inform_call_later,बाद में फ़ोन करना
inform_call_later,आप किसी और दिन कॉल करो
inform_call_later,किसी और दिन बताना
inform_call_later,बाद में किसी दिन बात करते इस पर
inform_call_later,यह कभी और डिसकस करते
inform_call_later,कृपया कुछ और समय पर कॉल करें।
inform_call_later,यह बात करने का सबसे अच्छा समय नहीं है। बाद में कॉल करें
inform_call_later,कृपया बाद में फोन करें
inform_call_later,मैं आपसे बाद में बात कर सकता हूं।
inform_call_later,मैं बाद में बात करूंगा जब मेरे पास समय होगा।
inform_call_later,बाद में बात करूँगा।
inform_call_later,बाद में कॉल करें जब मैं फ्री हूं।
inform_call_later,शाम को मुझे फोन करो किसी और दिन।
inform_call_later,फिर कबि कॉल करना मे अभी मुजे  मीटिंग हे 
inform_call_later,थोड़ी देर मे कॉल करो 
inform_call_later,किसी और समय कॉल करो
inform_call_later,बाद मे कॉल करो 
inform_call_later,किसी और टाइम बात करते हैं इस बारे में
inform_call_later,कृपया मुझे किसी और समय पर कॉल करें
inform_call_later,बात दिन में हो जायेगी तब करियेगा कॉल
inform_call_later,दिन में किसी वक़्त करना कॉल तब देखते
inform_call_later,मुझे तुम शाम में बाद में करो फ़ोन तब बात करते
inform_call_later,हमें बाद में किसी टाइम बताना कॉल करके इसके बारे में
inform_call_later,दिन में ही बात हो पायेगी तभी करना कॉल बाद में 
inform_call_later,बाद में बात करेंगे
inform_call_later,"हाँ, बाद में सुबह करो कॉल | हो जायेगी तब बात "
inform_call_later,किसी और समय बात करते हैं
inform_call_later,किसी और दिन बात करते हैं
inform_call_later,कॉल बाद में किसी टाइम करो
inform_call_later,बाद के ही किसी टाइम के शेडूल करना कॉल
inform_call_later,मुझे कॉल बाद मे करो 
inform_call_later,तुम बाद में फोन कर लेना
inform_call_later,कुछ समय बाद फोन करें
inform_call_later,आप शाम को फोन कर सकते हैं
inform_call_later,मैं बाद में फ्री हो जाऊंगा तो कृपया कॉल करें
inform_call_later,सुबह देर से कॉल करें
inform_wrong_info,ये जानकारी गलत है
inform_wrong_info,मेरी मासिक किश्त इतनी नहीं है 
inform_wrong_info,आप गलत जानकारी दे रहे हो 
inform_wrong_info,आप गलत तारीख बता रहे हो
inform_wrong_info,आप गलत ईएमआई बता रहे हो 
inform_wrong_info,"नहीं यह गलत है , मेरा इतना अमाउंट बाकी नहीं है। "
inform_wrong_info,नहीं आप गलत बोल रहे हो। 
inform_wrong_info,मैंने तो लोन लिया ही नहीं है
inform_wrong_info,लोन अमाउंट गलत है 
inform_wrong_info,मेरा लोन पूरा हो गया है 
inform_wrong_info,"मैंने लोन ख़त्म कर दिया है, आप गलत बोल रहे हो।"
inform_wrong_info,"मेरा इमआई तो अलग है, आपको गलत फ़हमी हो गयी है।"
inform_wrong_info,"तुम गलत बोल रही हो, मेरा लोन तो इसी साल ख़त्म हो रहा है।"
inform_wrong_info,इससे ज़्यादा था प्रिंसिपल अमाउंट
inform_wrong_info,गलत इंटरेस्ट बता रहे हो
inform_wrong_info,"ईएमआई अमाउंट बताओ, प्रिंसिपल अमाउंट नहीं"
inform_wrong_info,आप मुझे गलत जानकारी दे रहे हैं
inform_wrong_info,"मेरे लोन का मूल्य इतना नहीं है, कुछ गलत है"
inform_wrong_info,ये कौन सी मई का अमाउंट बोल रहे हो इतना नहीं देता हूँ मैं
inform_wrong_info,इस जानकारी में कुछ गड़बड़ है। कृपया पुष्टि
inform_wrong_info,आपने गलत अकाउंट का इनफार्मेशन दे दिया है
inform_wrong_info,लोन देने की आखिरी डेट तो अगले महीने थी न यह क्या अलग बता रहे हो
inform_wrong_info,यह गलत जानकारी दे रही हो मैं इससे ज्यादा लोन दे चूका हूँ
inform_wrong_info,इससे ज़्यादा टाइम बचा है लोन भरने को गलत बता रहे हो आप
inform_wrong_info,मेरा प्रिंसिपल अमाउंट ये नहीं था
inform_wrong_info,इंटरेस्ट इतना नहीं होगा
inform_wrong_info,सही अकाउंट नंबर का बताओ ये नहीं है हमारा
inform_wrong_info,यह गलत लोन ईएमआई बोल रहे हो तुम
inform_wrong_info,ये मेरा नाम नहीं है किसी और बता रहे हो आप
inform_wrong_info,आप ये गलत बता रहे हो
inform_wrong_info,गलत इन्फो दे रहे हो
inform_wrong_info,वेबसाइट पे तोह कुछ और लिखा है गलत क्यों बता रहे हो?
inform_wrong_info,तुम गलत ईएमआई बता रही हो
inform_wrong_info,ये गलत लोन डिटेल्स हैं पर
inform_wrong_info,इंटरेस्ट रेट पहले तो यह नहीं था गलत बता दिए हो क्या
inform_wrong_info,क्या बात कर रहे हो? पूरा ईएमआई दे चुके हैं हम
inform_wrong_info,बेकार में गलत इन्फो मत दो
inform_wrong_info,आप मुझे गलत जानकारी दे रहे हैं। कृपया पुनः जाँच करें और वापस आ जाएँ
inform_wrong_info,इंटेरेस रेट से रिलेटेड गलत इन्फो दे दी है तुमने
affirm,हाँ कर देंगे 
affirm,ये हो जायेगा 
affirm,हाँ जरूर ये हो जायेगा 
affirm,ठीक है कर देंगे 
affirm,जरूर ये हो जायेगा 
affirm,ठीक है कर देंगे 
affirm,मैंने कहा हाँ कर दूंगा 
affirm,जल्दी ही कर देंगे 
deny,मैं नहीं कर पा रहा हूँ 
deny,मैं नहीं करूँगा 
deny,मैं नहीं कर सकता 
deny,मैं नहीं करूँगा 
deny,मैं नहीं कर पाउँगा 
deny,मैं ये नहीं कर पाउँगा 
deny,मैं ये नहीं करने वाला
deny,अभी नहीं करूँगा  
deny,अभी नहीं कर सकता 
deny,मैं अभी नहीं कर सकता 
deny,नहीं करूँगा 
deny,"नहीं, मैंने अपना माइन्ड चेंज कर लिया "
deny,"नहीं, मैं वो नहीं चाहता "
deny,बिलकुल भी नहीं 
deny,ये करने का कोई चांस नहीं 
deny,पॉसिबल नहीं है
deny,मुझे यह नहीं चाहिए  
deny,जरुरत नहीं है 
affirm,हाँ हाँ
affirm,बढ़िया है
affirm,ठीक है जी
affirm,"हां, मैं उसी खाते के साथ जारी रखना चाहता हूं."
affirm,मैं ऐसा कहूंगा
affirm,हाहा
affirm,ओके
affirm,हा ठीक है
affirm,हम्म्म्म
affirm,मैं हाँ कहूँगा
affirm,हम्म्म्म
affirm,आगे बढ़ें
affirm,हाहा
affirm,येह
affirm,हम्म्म्म
affirm,सही बात
affirm,ठीक ठीक
affirm,हाँ हाँ
affirm,हा ठीक है
affirm,कूल
affirm,यस
affirm,ठीक है जी
affirm,हा ठीक है
affirm,अहां 
affirm,ठीक ठीक
affirm,ज़रूर
affirm,ठीक
affirm,हाँ
affirm,ठीक है जी
affirm,ठीक है फिर
affirm,ओके
affirm,ओ ये
affirm,आप सही हे
affirm,सटीक
affirm,यस
affirm,कूल
affirm,हां
affirm,ऑसम
affirm,सही बात
affirm,हां
affirm,येह
affirm,हाँ
affirm,ठीक है
affirm,यस
affirm,ओके
affirm,ठीक ठीक
affirm,ठीक ठीक
affirm,हाँ
affirm,आगे बढ़ें
affirm,सही बात
affirm,ज़रूर
affirm,ओके
affirm,सटीक
affirm,आगे बढ़ें
affirm,ठीक
affirm,जी है
deny,और कुछ नहीं
deny,"नहीं, मैंने अपना विचार बदल दिया है."
deny,"नहीं, मैं ऐसा नहीं चाहता."
deny,मैं नहीं कर सकता
deny,ना
deny,"नहीं, मैं ऐसा नहीं चाहता."
deny,नाय
deny,नाह
deny,और कुछ नहीं
deny,मुझे नहीं पता
deny,और कुछ नहीं
deny,मुझे नहीं पता
deny,रहने भी दो
deny,मुझे याद नहीं है
deny,हर्गिज नहीं
deny,नाह
deny,कोई मौका नहीं
deny,नहीं
deny,सवाल ही नहीं
deny,संभव नहीं
deny,मैं नहीं कर सकता
deny,ना ना
deny,इंतज़ार नही.
deny,नहीं
deny,अरे नहीं बाबा
deny,नहीं
deny,ना
deny,मुझे नहीं पता
deny,कोई मौका नहीं
deny,ना
deny,रहने भी दो
deny,मैं नहीं करना चाहता
deny,नही
deny,ना ना
deny,मैं नहीं करना चाहता
deny,अरे नहीं जानना है
deny,कुछ नहीं जानना है
deny,मैंने आदेश नहीं दिया है
deny,मैं यह नहीं चाहता
deny,आवश्यकता नहीं है
thankyou,अभी इतना काफी है
thankyou,थैंक्स
thankyou,थॅंक्स
thankyou,आपका बहुत बहुत धन्यवाद
thankyou,बहुत बहुत शुक्रिया
thankyou,मैं आपको धन्यवाद देता हूँ
thankyou,थैंक्स यार
thankyou,थँक्स
thankyou,शुक्रिया
thankyou,बहुत बहुत शुक्रिया
thankyou,धन्यवाद अलविदा
thankyou,बहुत थैंक्स
thankyou,शुक्रिया
thankyou,शुक्रिया आपका बहुत
thankyou,शुक्रिया
thankyou,धन्यवाद अलविदा
thankyou,मैं आपको धन्यवाद देता हूँ
thankyou,शुक्रिया आपका बहुत
thankyou,बहुत बहुत शुक्रिया
thankyou,शुक्रिया
thankyou,मदद के लिए शुक्रिया
thankyou,बहुत बहुत शुक्रिया
thankyou,बहुत बहुत शुक्रिया
thankyou,थैंक यू
thankyou,थॅंक्स
thankyou,मैं आपको अपने दिल से धन्यवाद देता हूं
thankyou,बहुत धन्यवाद
thankyou,थॅंक्स
thankyou,मैं आपको अपने दिल से धन्यवाद देता हूं
thankyou,धन्यवाद अलविदा
thankyou,मदद के लिए शुक्रिया
thankyou,बहुत धन्यवाद
thankyou,बहुत थैंक्स
thankyou,थैंक यू
thankyou,मैं आपको अपने दिल से धन्यवाद देता हूं
thankyou,आपका बहुत बहुत धन्यवाद
thankyou,थँक्स
thankyou,मैं आभारी हूँ. बहुत बहुत धन्यवाद
thankyou,थॅंक्स
thankyou,थँक्स
thankyou,अनेक अनेक धन्यवाद
thankyou,बहुत बहुत धन्यवाद
thankyou,थैंक यू
thankyou,थैंक्स यार
thankyou,धन्यवाद
thankyou,शुक्रिया
thankyou,थैंक्स यू
thankyou,थॅंक्स
thankyou,थैंक्स यार
thankyou,थैंक्स
thankyou,आपके सेवा के लिए धन्यवाद
thankyou,बहुत बहुत शुक्रिया
thankyou,धन्यवाद अलविदा
thankyou,थैंक्स यू
thankyou,अनेक अनेक धन्यवाद
thankyou,मैं आपको अपने दिल से धन्यवाद देता हूं
thankyou,आपका बहुत बहुत धन्यवाद
thankyou,थैंक्स
thankyou,मैं आपको धन्यवाद देता हूँ
thankyou,मदद के लिए शुक्रिया
thankyou,आपका बहुत बहुत धन्यवाद
thankyou,शुक्रिया आपका बहुत
thankyou,मैं आपको अपने दिल से धन्यवाद देता हूं
thankyou,बहुत धन्यवाद
thankyou,थैंक्स यू
thankyou,बहुत धन्यवाद
thankyou,थँक्स
thankyou,थैंक्स यू
thankyou,धन्यवाद
thankyou,आपके सेवा के लिए धन्यवाद
thankyou,मैं आपको अपने दिल से धन्यवाद देता हूं
thankyou,बहुत बहुत शुक्रिया
thankyou,अनेक अनेक धन्यवाद
thankyou,आपके सेवा के लिए धन्यवाद
thankyou,बहुत बहुत शुक्रिया
thankyou,थँक्स
thankyou,मैं आपको धन्यवाद देता हूँ
thankyou,अनेक अनेक धन्यवाद
thankyou,मैं आभारी हूँ. बहुत बहुत धन्यवाद
thankyou,बहुत थैंक्स
thankyou,मदद के लिए शुक्रिया
thankyou,बहुत बहुत शुक्रिया
thankyou,थैंक यू
thankyou,थैंक यू
thankyou,थैंक्स यू
thankyou,मैं आभारी हूँ. बहुत बहुत धन्यवाद
thankyou,बहुत धन्यवाद
thankyou,बहुत थैंक्स
thankyou,थॅंक्स
thankyou,थैंक यू
thankyou,थैंक्स यू
thankyou,थैंक यू
thankyou,मैं आपको धन्यवाद देता हूँ
thankyou,आपका बहुत बहुत धन्यवाद
thankyou,बहुत थैंक्स
thankyou,शुक्रिया आपका बहुत
thankyou,आपका बहुत बहुत धन्यवाद
thankyou,मैं आपको धन्यवाद देता हूँ
thankyou,आपका बहुत बहुत धन्यवाद
thankyou,अनेक अनेक धन्यवाद
thankyou,ठीक है धन्यवाद
thankyou,नहीं पर मदद के लिए धन्यवाद
thankyou,हाँ थैंक यु मैम
thankyou,नहीं और कुछ नहीं जानना है धन्यवाद
thankyou,नहीं ठीक है और कुछ नहीं जानना है धन्यवाद
thankyou,नहीं ठीक है बहुत-बहुत धन्यवाद मैडम आपका
thankyou,नहीं ठीक है धन्यवाद
thankyou,नहीं ठीक है थैंक यू
thankyou,नहीं कुछ नहीं जानना है धन्यवाद
thankyou,धन्यवाद
bye,ठीक है बाय
bye,बाय बाय
bye,ठीक है बाय
bye,टाटा
bye,ठीक हे अलविदा
bye,टाटा
bye,जाना होगा
bye,बा बाय
bye,बाई
bye,ध्यान रखें
bye,थैंक्स बाय
bye,अलविदा अलविदा अलविदा
bye,सीया!
bye,बाए
bye,अलविदा
bye,बा बाय
bye,ठीक है बाय
bye,बहुत लंबा
bye,चलो बाय
bye,अलविदा
bye,बाय
bye,अलविदा
bye,बहुत लंबा
bye,अलविदा अलविदा अलविदा
bye,बाई
bye,बाय
bye,केके अलविदा
bye,जल्द ही फिर मिलेंगे
bye,अलविदा
bye,आप दौर देखो
bye,जल्द ही फिर मिलेंगे
bye,बा बाय
bye,बाद में मिलता हूँ!
bye,फिर मिलते हैं
bye,टाटा
bye,"धन्यवाद, अलविदा."
bye,मुझे जाना है
bye,टाटा
bye,"धन्यवाद, अलविदा."
bye,बहुत लंबा
bye,ठीक है शुक्रिया अलविदा
bye,केके अलविदा
bye,आप दौर देखो
bye,मुझे जाना है
bye,चलो बाय
bye,फिर मिलते हैं
bye,ठीक हे अलविदा
bye,ठीक हे अलविदा
bye,"धन्यवाद, अलविदा."
bye,जाना होगा
bye,बाए
bye,फिर मिलेंगे!
bye,सीया!
bye,ठीक है बाय
bye,थैंक्स बाय
bye,टाटा
bye,बाए
bye,ओके बाय
bye,बाद में बात करेंगे 
bye,फिर मिलते हैं
bye,ध्यान रखें
bye,फिर मिलेंगे
bye,अलविदा
bye,आपका दिन शुभ हो
bye,टाटा
bye,धन्यवाद अलविदा
bye,ध्यान रखें
bye,सीया!
bye,बाय बाय
bye,ओके बाय बाय
bye,जल्द ही फिर मिलेंगे
bye,बहुत लंबा
